OPUS    CLASS    U_D_ASV    LOC_PLAN    HEADING    U_D    DCPA    SIZE    PRIOR    D_DETEC    GROUP
6764    CROSSING_LEFT   15.43332    True    120    2.57222    20    8.0    None    500    3
6765    CROSSING_LEFT   15.43332    True    120    2.57222    50    8.0    None    200    3
6766    CROSSING_LEFT   15.43332    True    120    2.57222    50    8.0    None    500    3
6767    CROSSING_LEFT   15.43332    True    120    2.57222    80    8.0    None    200    3
6768    CROSSING_LEFT   15.43332    True    120    2.57222    80    8.0    None    500    3
6769    CROSSING_LEFT   1.543332    True    120    4.115552    -80    8.0    None    200    3
6770    CROSSING_LEFT   1.543332    True    120    4.115552    -80    8.0    None    500    3
6771    CROSSING_LEFT   1.543332    True    120    4.115552    -50    8.0    None    200    3
6772    CROSSING_LEFT   1.543332    True    120    4.115552    -50    8.0    None    500    3
6773    CROSSING_LEFT   1.543332    True    120    4.115552    -20    8.0    None    200    3
6774    CROSSING_LEFT   1.543332    True    120    4.115552    -20    8.0    None    500    3
6775    CROSSING_LEFT   1.543332    True    120    4.115552    -10    8.0    None    200    3
6776    CROSSING_LEFT   1.543332    True    120    4.115552    -10    8.0    None    500    3
6777    CROSSING_LEFT   1.543332    True    120    4.115552    0    8.0    None    200    3
6778    CROSSING_LEFT   1.543332    True    120    4.115552    0    8.0    None    500    3
6779    CROSSING_LEFT   1.543332    True    120    4.115552    10    8.0    None    200    3
6780    CROSSING_LEFT   1.543332    True    120    4.115552    10    8.0    None    500    3
6781    CROSSING_LEFT   1.543332    True    120    4.115552    20    8.0    None    200    3
6782    CROSSING_LEFT   1.543332    True    120    4.115552    20    8.0    None    500    3
6783    CROSSING_LEFT   1.543332    True    120    4.115552    50    8.0    None    200    3
6784    CROSSING_LEFT   1.543332    True    120    4.115552    50    8.0    None    500    3
6785    CROSSING_LEFT   1.543332    True    120    4.115552    80    8.0    None    200    3
6786    CROSSING_LEFT   1.543332    True    120    4.115552    80    8.0    None    500    3
6787    CROSSING_LEFT   2.57222    True    120    4.115552    -80    8.0    None    200    3
6788    CROSSING_LEFT   2.57222    True    120    4.115552    -80    8.0    None    500    3
6789    CROSSING_LEFT   2.57222    True    120    4.115552    -50    8.0    None    200    3
6790    CROSSING_LEFT   2.57222    True    120    4.115552    -50    8.0    None    500    3
6791    CROSSING_LEFT   2.57222    True    120    4.115552    -20    8.0    None    200    3
6792    CROSSING_LEFT   2.57222    True    120    4.115552    -20    8.0    None    500    3
6793    CROSSING_LEFT   2.57222    True    120    4.115552    -10    8.0    None    200    3
6794    CROSSING_LEFT   2.57222    True    120    4.115552    -10    8.0    None    500    3
6795    CROSSING_LEFT   2.57222    True    120    4.115552    0    8.0    None    200    3
6796    CROSSING_LEFT   2.57222    True    120    4.115552    0    8.0    None    500    3
6797    CROSSING_LEFT   2.57222    True    120    4.115552    10    8.0    None    200    3
6798    CROSSING_LEFT   2.57222    True    120    4.115552    10    8.0    None    500    3
6799    CROSSING_LEFT   2.57222    True    120    4.115552    20    8.0    None    200    3
6800    CROSSING_LEFT   2.57222    True    120    4.115552    20    8.0    None    500    3
6801    CROSSING_LEFT   2.57222    True    120    4.115552    50    8.0    None    200    3
6802    CROSSING_LEFT   2.57222    True    120    4.115552    50    8.0    None    500    3
6803    CROSSING_LEFT   2.57222    True    120    4.115552    80    8.0    None    200    3
6804    CROSSING_LEFT   2.57222    True    120    4.115552    80    8.0    None    500    3
6805    CROSSING_LEFT   4.115552    True    120    4.115552    -80    8.0    None    200    3
6806    CROSSING_LEFT   4.115552    True    120    4.115552    -80    8.0    None    500    3
6807    CROSSING_LEFT   4.115552    True    120    4.115552    -50    8.0    None    200    3
6808    CROSSING_LEFT   4.115552    True    120    4.115552    -50    8.0    None    500    3
6809    CROSSING_LEFT   4.115552    True    120    4.115552    -20    8.0    None    200    3
6810    CROSSING_LEFT   4.115552    True    120    4.115552    -20    8.0    None    500    3
6811    CROSSING_LEFT   4.115552    True    120    4.115552    -10    8.0    None    200    3
6812    CROSSING_LEFT   4.115552    True    120    4.115552    -10    8.0    None    500    3
6813    CROSSING_LEFT   4.115552    True    120    4.115552    0    8.0    None    200    3
6814    CROSSING_LEFT   4.115552    True    120    4.115552    0    8.0    None    500    3
6815    CROSSING_LEFT   4.115552    True    120    4.115552    10    8.0    None    200    3
6816    CROSSING_LEFT   4.115552    True    120    4.115552    10    8.0    None    500    3
6817    CROSSING_LEFT   4.115552    True    120    4.115552    20    8.0    None    200    3
6818    CROSSING_LEFT   4.115552    True    120    4.115552    20    8.0    None    500    3
6819    CROSSING_LEFT   4.115552    True    120    4.115552    50    8.0    None    200    3
6820    CROSSING_LEFT   4.115552    True    120    4.115552    50    8.0    None    500    3
6821    CROSSING_LEFT   4.115552    True    120    4.115552    80    8.0    None    200    3
6822    CROSSING_LEFT   4.115552    True    120    4.115552    80    8.0    None    500    3
6823    CROSSING_LEFT   5.14444    True    120    4.115552    -80    8.0    None    200    3
6824    CROSSING_LEFT   5.14444    True    120    4.115552    -80    8.0    None    500    3
6825    CROSSING_LEFT   5.14444    True    120    4.115552    -50    8.0    None    200    3
6826    CROSSING_LEFT   5.14444    True    120    4.115552    -50    8.0    None    500    3
6827    CROSSING_LEFT   5.14444    True    120    4.115552    -20    8.0    None    200    3
6828    CROSSING_LEFT   5.14444    True    120    4.115552    -20    8.0    None    500    3
6829    CROSSING_LEFT   5.14444    True    120    4.115552    -10    8.0    None    200    3
6830    CROSSING_LEFT   5.14444    True    120    4.115552    -10    8.0    None    500    3
6831    CROSSING_LEFT   5.14444    True    120    4.115552    0    8.0    None    200    3
6832    CROSSING_LEFT   5.14444    True    120    4.115552    0    8.0    None    500    3
6833    CROSSING_LEFT   5.14444    True    120    4.115552    10    8.0    None    200    3
6834    CROSSING_LEFT   5.14444    True    120    4.115552    10    8.0    None    500    3
6835    CROSSING_LEFT   5.14444    True    120    4.115552    20    8.0    None    200    3
6836    CROSSING_LEFT   5.14444    True    120    4.115552    20    8.0    None    500    3
6837    CROSSING_LEFT   5.14444    True    120    4.115552    50    8.0    None    200    3
6838    CROSSING_LEFT   5.14444    True    120    4.115552    50    8.0    None    500    3
6839    CROSSING_LEFT   5.14444    True    120    4.115552    80    8.0    None    200    3
6840    CROSSING_LEFT   5.14444    True    120    4.115552    80    8.0    None    500    3
6841    CROSSING_LEFT   7.71666    True    120    4.115552    -80    8.0    None    200    3
6842    CROSSING_LEFT   7.71666    True    120    4.115552    -80    8.0    None    500    3
6843    CROSSING_LEFT   7.71666    True    120    4.115552    -50    8.0    None    200    3
6844    CROSSING_LEFT   7.71666    True    120    4.115552    -50    8.0    None    500    3
6845    CROSSING_LEFT   7.71666    True    120    4.115552    -20    8.0    None    200    3
6846    CROSSING_LEFT   7.71666    True    120    4.115552    -20    8.0    None    500    3
6847    CROSSING_LEFT   7.71666    True    120    4.115552    -10    8.0    None    200    3
6848    CROSSING_LEFT   7.71666    True    120    4.115552    -10    8.0    None    500    3
6849    CROSSING_LEFT   7.71666    True    120    4.115552    0    8.0    None    200    3
6850    CROSSING_LEFT   7.71666    True    120    4.115552    0    8.0    None    500    3
6851    CROSSING_LEFT   7.71666    True    120    4.115552    10    8.0    None    200    3
6852    CROSSING_LEFT   7.71666    True    120    4.115552    10    8.0    None    500    3
6853    CROSSING_LEFT   7.71666    True    120    4.115552    20    8.0    None    200    3
6854    CROSSING_LEFT   7.71666    True    120    4.115552    20    8.0    None    500    3
6855    CROSSING_LEFT   7.71666    True    120    4.115552    50    8.0    None    200    3
6856    CROSSING_LEFT   7.71666    True    120    4.115552    50    8.0    None    500    3
6857    CROSSING_LEFT   7.71666    True    120    4.115552    80    8.0    None    200    3
6858    CROSSING_LEFT   7.71666    True    120    4.115552    80    8.0    None    500    3
6859    CROSSING_LEFT   10.28888    True    120    4.115552    -80    8.0    None    200    3
6860    CROSSING_LEFT   10.28888    True    120    4.115552    -80    8.0    None    500    3
6861    CROSSING_LEFT   10.28888    True    120    4.115552    -50    8.0    None    200    3
6862    CROSSING_LEFT   10.28888    True    120    4.115552    -50    8.0    None    500    3
6863    CROSSING_LEFT   10.28888    True    120    4.115552    -20    8.0    None    200    3
6864    CROSSING_LEFT   10.28888    True    120    4.115552    -20    8.0    None    500    3
6865    CROSSING_LEFT   10.28888    True    120    4.115552    -10    8.0    None    200    3
6866    CROSSING_LEFT   10.28888    True    120    4.115552    -10    8.0    None    500    3
6867    CROSSING_LEFT   10.28888    True    120    4.115552    0    8.0    None    200    3
6868    CROSSING_LEFT   10.28888    True    120    4.115552    0    8.0    None    500    3
6869    CROSSING_LEFT   10.28888    True    120    4.115552    10    8.0    None    200    3
6870    CROSSING_LEFT   10.28888    True    120    4.115552    10    8.0    None    500    3
6871    CROSSING_LEFT   10.28888    True    120    4.115552    20    8.0    None    200    3
6872    CROSSING_LEFT   10.28888    True    120    4.115552    20    8.0    None    500    3
6873    CROSSING_LEFT   10.28888    True    120    4.115552    50    8.0    None    200    3
6874    CROSSING_LEFT   10.28888    True    120    4.115552    50    8.0    None    500    3
6875    CROSSING_LEFT   10.28888    True    120    4.115552    80    8.0    None    200    3
6876    CROSSING_LEFT   10.28888    True    120    4.115552    80    8.0    None    500    3
6877    CROSSING_LEFT   12.8611    True    120    4.115552    -80    8.0    None    200    3
6878    CROSSING_LEFT   12.8611    True    120    4.115552    -80    8.0    None    500    3
6879    CROSSING_LEFT   12.8611    True    120    4.115552    -50    8.0    None    200    3
6880    CROSSING_LEFT   12.8611    True    120    4.115552    -50    8.0    None    500    3
6881    CROSSING_LEFT   12.8611    True    120    4.115552    -20    8.0    None    200    3
6882    CROSSING_LEFT   12.8611    True    120    4.115552    -20    8.0    None    500    3
6883    CROSSING_LEFT   12.8611    True    120    4.115552    -10    8.0    None    200    3
6884    CROSSING_LEFT   12.8611    True    120    4.115552    -10    8.0    None    500    3
6885    CROSSING_LEFT   12.8611    True    120    4.115552    0    8.0    None    200    3
6886    CROSSING_LEFT   12.8611    True    120    4.115552    0    8.0    None    500    3
6887    CROSSING_LEFT   12.8611    True    120    4.115552    10    8.0    None    200    3
6888    CROSSING_LEFT   12.8611    True    120    4.115552    10    8.0    None    500    3
6889    CROSSING_LEFT   12.8611    True    120    4.115552    20    8.0    None    200    3
6890    CROSSING_LEFT   12.8611    True    120    4.115552    20    8.0    None    500    3
6891    CROSSING_LEFT   12.8611    True    120    4.115552    50    8.0    None    200    3
6892    CROSSING_LEFT   12.8611    True    120    4.115552    50    8.0    None    500    3
6893    CROSSING_LEFT   12.8611    True    120    4.115552    80    8.0    None    200    3
6894    CROSSING_LEFT   12.8611    True    120    4.115552    80    8.0    None    500    3
6895    CROSSING_LEFT   15.43332    True    120    4.115552    -80    8.0    None    200    3
6896    CROSSING_LEFT   15.43332    True    120    4.115552    -80    8.0    None    500    3
6897    CROSSING_LEFT   15.43332    True    120    4.115552    -50    8.0    None    200    3
6898    CROSSING_LEFT   15.43332    True    120    4.115552    -50    8.0    None    500    3
6899    CROSSING_LEFT   15.43332    True    120    4.115552    -20    8.0    None    200    3
6900    CROSSING_LEFT   15.43332    True    120    4.115552    -20    8.0    None    500    3
6901    CROSSING_LEFT   15.43332    True    120    4.115552    -10    8.0    None    200    3
6902    CROSSING_LEFT   15.43332    True    120    4.115552    -10    8.0    None    500    3
6903    CROSSING_LEFT   15.43332    True    120    4.115552    0    8.0    None    200    3
6904    CROSSING_LEFT   15.43332    True    120    4.115552    0    8.0    None    500    3
6905    CROSSING_LEFT   15.43332    True    120    4.115552    10    8.0    None    200    3
6906    CROSSING_LEFT   15.43332    True    120    4.115552    10    8.0    None    500    3
6907    CROSSING_LEFT   15.43332    True    120    4.115552    20    8.0    None    200    3
6908    CROSSING_LEFT   15.43332    True    120    4.115552    20    8.0    None    500    3
6909    CROSSING_LEFT   15.43332    True    120    4.115552    50    8.0    None    200    3
6910    CROSSING_LEFT   15.43332    True    120    4.115552    50    8.0    None    500    3
6911    CROSSING_LEFT   15.43332    True    120    4.115552    80    8.0    None    200    3
6912    CROSSING_LEFT   15.43332    True    120    4.115552    80    8.0    None    500    3
6913    CROSSING_LEFT   1.543332    True    120    5.14444    -80    8.0    None    200    3
6914    CROSSING_LEFT   1.543332    True    120    5.14444    -80    8.0    None    500    3
6915    CROSSING_LEFT   1.543332    True    120    5.14444    -50    8.0    None    200    3
6916    CROSSING_LEFT   1.543332    True    120    5.14444    -50    8.0    None    500    3
6917    CROSSING_LEFT   1.543332    True    120    5.14444    -20    8.0    None    200    3
6918    CROSSING_LEFT   1.543332    True    120    5.14444    -20    8.0    None    500    3
6919    CROSSING_LEFT   1.543332    True    120    5.14444    -10    8.0    None    200    3
6920    CROSSING_LEFT   1.543332    True    120    5.14444    -10    8.0    None    500    3
6921    CROSSING_LEFT   1.543332    True    120    5.14444    0    8.0    None    200    3
6922    CROSSING_LEFT   1.543332    True    120    5.14444    0    8.0    None    500    3
6923    CROSSING_LEFT   1.543332    True    120    5.14444    10    8.0    None    200    3
6924    CROSSING_LEFT   1.543332    True    120    5.14444    10    8.0    None    500    3
6925    CROSSING_LEFT   1.543332    True    120    5.14444    20    8.0    None    200    3
6926    CROSSING_LEFT   1.543332    True    120    5.14444    20    8.0    None    500    3
6927    CROSSING_LEFT   1.543332    True    120    5.14444    50    8.0    None    200    3
6928    CROSSING_LEFT   1.543332    True    120    5.14444    50    8.0    None    500    3
6929    CROSSING_LEFT   1.543332    True    120    5.14444    80    8.0    None    200    3
6930    CROSSING_LEFT   1.543332    True    120    5.14444    80    8.0    None    500    3
6931    CROSSING_LEFT   2.57222    True    120    5.14444    -80    8.0    None    200    3
6932    CROSSING_LEFT   2.57222    True    120    5.14444    -80    8.0    None    500    3
6933    CROSSING_LEFT   2.57222    True    120    5.14444    -50    8.0    None    200    3
6934    CROSSING_LEFT   2.57222    True    120    5.14444    -50    8.0    None    500    3
6935    CROSSING_LEFT   2.57222    True    120    5.14444    -20    8.0    None    200    3
6936    CROSSING_LEFT   2.57222    True    120    5.14444    -20    8.0    None    500    3
6937    CROSSING_LEFT   2.57222    True    120    5.14444    -10    8.0    None    200    3
6938    CROSSING_LEFT   2.57222    True    120    5.14444    -10    8.0    None    500    3
6939    CROSSING_LEFT   2.57222    True    120    5.14444    0    8.0    None    200    3
6940    CROSSING_LEFT   2.57222    True    120    5.14444    0    8.0    None    500    3
6941    CROSSING_LEFT   2.57222    True    120    5.14444    10    8.0    None    200    3
6942    CROSSING_LEFT   2.57222    True    120    5.14444    10    8.0    None    500    3
6943    CROSSING_LEFT   2.57222    True    120    5.14444    20    8.0    None    200    3
6944    CROSSING_LEFT   2.57222    True    120    5.14444    20    8.0    None    500    3
6945    CROSSING_LEFT   2.57222    True    120    5.14444    50    8.0    None    200    3
6946    CROSSING_LEFT   2.57222    True    120    5.14444    50    8.0    None    500    3
6947    CROSSING_LEFT   2.57222    True    120    5.14444    80    8.0    None    200    3
6948    CROSSING_LEFT   2.57222    True    120    5.14444    80    8.0    None    500    3
6949    CROSSING_LEFT   4.115552    True    120    5.14444    -80    8.0    None    200    3
6950    CROSSING_LEFT   4.115552    True    120    5.14444    -80    8.0    None    500    3
6951    CROSSING_LEFT   4.115552    True    120    5.14444    -50    8.0    None    200    3
6952    CROSSING_LEFT   4.115552    True    120    5.14444    -50    8.0    None    500    3
6953    CROSSING_LEFT   4.115552    True    120    5.14444    -20    8.0    None    200    3
6954    CROSSING_LEFT   4.115552    True    120    5.14444    -20    8.0    None    500    3
6955    CROSSING_LEFT   4.115552    True    120    5.14444    -10    8.0    None    200    3
6956    CROSSING_LEFT   4.115552    True    120    5.14444    -10    8.0    None    500    3
6957    CROSSING_LEFT   4.115552    True    120    5.14444    0    8.0    None    200    3
6958    CROSSING_LEFT   4.115552    True    120    5.14444    0    8.0    None    500    3
6959    CROSSING_LEFT   4.115552    True    120    5.14444    10    8.0    None    200    3
6960    CROSSING_LEFT   4.115552    True    120    5.14444    10    8.0    None    500    3
6961    CROSSING_LEFT   4.115552    True    120    5.14444    20    8.0    None    200    3
6962    CROSSING_LEFT   4.115552    True    120    5.14444    20    8.0    None    500    3
6963    CROSSING_LEFT   4.115552    True    120    5.14444    50    8.0    None    200    3
6964    CROSSING_LEFT   4.115552    True    120    5.14444    50    8.0    None    500    3
6965    CROSSING_LEFT   4.115552    True    120    5.14444    80    8.0    None    200    3
6966    CROSSING_LEFT   4.115552    True    120    5.14444    80    8.0    None    500    3
6967    CROSSING_LEFT   5.14444    True    120    5.14444    -80    8.0    None    200    3
6968    CROSSING_LEFT   5.14444    True    120    5.14444    -80    8.0    None    500    3
6969    CROSSING_LEFT   5.14444    True    120    5.14444    -50    8.0    None    200    3
6970    CROSSING_LEFT   5.14444    True    120    5.14444    -50    8.0    None    500    3
6971    CROSSING_LEFT   5.14444    True    120    5.14444    -20    8.0    None    200    3
6972    CROSSING_LEFT   5.14444    True    120    5.14444    -20    8.0    None    500    3
6973    CROSSING_LEFT   5.14444    True    120    5.14444    -10    8.0    None    200    3
6974    CROSSING_LEFT   5.14444    True    120    5.14444    -10    8.0    None    500    3
6975    CROSSING_LEFT   5.14444    True    120    5.14444    0    8.0    None    200    3
6976    CROSSING_LEFT   5.14444    True    120    5.14444    0    8.0    None    500    3
6977    CROSSING_LEFT   5.14444    True    120    5.14444    10    8.0    None    200    3
6978    CROSSING_LEFT   5.14444    True    120    5.14444    10    8.0    None    500    3
6979    CROSSING_LEFT   5.14444    True    120    5.14444    20    8.0    None    200    3
6980    CROSSING_LEFT   5.14444    True    120    5.14444    20    8.0    None    500    3
6981    CROSSING_LEFT   5.14444    True    120    5.14444    50    8.0    None    200    3
6982    CROSSING_LEFT   5.14444    True    120    5.14444    50    8.0    None    500    3
6983    CROSSING_LEFT   5.14444    True    120    5.14444    80    8.0    None    200    3
6984    CROSSING_LEFT   5.14444    True    120    5.14444    80    8.0    None    500    3
6985    CROSSING_LEFT   7.71666    True    120    5.14444    -80    8.0    None    200    3
6986    CROSSING_LEFT   7.71666    True    120    5.14444    -80    8.0    None    500    3
6987    CROSSING_LEFT   7.71666    True    120    5.14444    -50    8.0    None    200    3
6988    CROSSING_LEFT   7.71666    True    120    5.14444    -50    8.0    None    500    3
6989    CROSSING_LEFT   7.71666    True    120    5.14444    -20    8.0    None    200    3
6990    CROSSING_LEFT   7.71666    True    120    5.14444    -20    8.0    None    500    3
6991    CROSSING_LEFT   7.71666    True    120    5.14444    -10    8.0    None    200    3
6992    CROSSING_LEFT   7.71666    True    120    5.14444    -10    8.0    None    500    3
6993    CROSSING_LEFT   7.71666    True    120    5.14444    0    8.0    None    200    3
6994    CROSSING_LEFT   7.71666    True    120    5.14444    0    8.0    None    500    3
