OPUS    CLASS    U_D_ASV    LOC_PLAN    HEADING    U_D    DCPA    SIZE    PRIOR    D_DETEC    GROUP
204    OVERTAKING   7.71666    True    0    4.115552    0    8.0    None    100    1
205    OVERTAKING   7.71666    True    0    4.115552    10    8.0    None    50    1
206    OVERTAKING   7.71666    True    0    4.115552    10    8.0    None    100    1
207    OVERTAKING   7.71666    True    0    4.115552    20    8.0    None    50    1
208    OVERTAKING   7.71666    True    0    4.115552    20    8.0    None    100    1
209    OVERTAKING   7.71666    True    0    4.115552    50    8.0    None    100    1
210    OVERTAKING   7.71666    True    0    4.115552    80    8.0    None    100    1
211    OVERTAKING   10.28888    True    0    4.115552    -80    8.0    None    100    1
212    OVERTAKING   10.28888    True    0    4.115552    -50    8.0    None    100    1
213    OVERTAKING   10.28888    True    0    4.115552    -20    8.0    None    50    1
214    OVERTAKING   10.28888    True    0    4.115552    -20    8.0    None    100    1
215    OVERTAKING   10.28888    True    0    4.115552    -10    8.0    None    50    1
216    OVERTAKING   10.28888    True    0    4.115552    -10    8.0    None    100    1
217    OVERTAKING   10.28888    True    0    4.115552    0    8.0    None    50    1
218    OVERTAKING   10.28888    True    0    4.115552    0    8.0    None    100    1
219    OVERTAKING   10.28888    True    0    4.115552    10    8.0    None    50    1
220    OVERTAKING   10.28888    True    0    4.115552    10    8.0    None    100    1
221    OVERTAKING   10.28888    True    0    4.115552    20    8.0    None    50    1
222    OVERTAKING   10.28888    True    0    4.115552    20    8.0    None    100    1
223    OVERTAKING   10.28888    True    0    4.115552    50    8.0    None    100    1
224    OVERTAKING   10.28888    True    0    4.115552    80    8.0    None    100    1
225    OVERTAKING   12.8611    True    0    4.115552    -80    8.0    None    100    1
226    OVERTAKING   12.8611    True    0    4.115552    -50    8.0    None    100    1
227    OVERTAKING   12.8611    True    0    4.115552    -20    8.0    None    50    1
228    OVERTAKING   12.8611    True    0    4.115552    -20    8.0    None    100    1
229    OVERTAKING   12.8611    True    0    4.115552    -10    8.0    None    50    1
230    OVERTAKING   12.8611    True    0    4.115552    -10    8.0    None    100    1
231    OVERTAKING   12.8611    True    0    4.115552    0    8.0    None    50    1
232    OVERTAKING   12.8611    True    0    4.115552    0    8.0    None    100    1
233    OVERTAKING   12.8611    True    0    4.115552    10    8.0    None    50    1
234    OVERTAKING   12.8611    True    0    4.115552    10    8.0    None    100    1
235    OVERTAKING   12.8611    True    0    4.115552    20    8.0    None    50    1
236    OVERTAKING   12.8611    True    0    4.115552    20    8.0    None    100    1
237    OVERTAKING   12.8611    True    0    4.115552    50    8.0    None    100    1
238    OVERTAKING   12.8611    True    0    4.115552    80    8.0    None    100    1
239    OVERTAKING   15.43332    True    0    4.115552    -80    8.0    None    100    1
240    OVERTAKING   15.43332    True    0    4.115552    -50    8.0    None    100    1
241    OVERTAKING   15.43332    True    0    4.115552    -20    8.0    None    50    1
242    OVERTAKING   15.43332    True    0    4.115552    -20    8.0    None    100    1
243    OVERTAKING   15.43332    True    0    4.115552    -10    8.0    None    50    1
244    OVERTAKING   15.43332    True    0    4.115552    -10    8.0    None    100    1
245    OVERTAKING   15.43332    True    0    4.115552    0    8.0    None    50    1
246    OVERTAKING   15.43332    True    0    4.115552    0    8.0    None    100    1
247    OVERTAKING   15.43332    True    0    4.115552    10    8.0    None    50    1
248    OVERTAKING   15.43332    True    0    4.115552    10    8.0    None    100    1
249    OVERTAKING   15.43332    True    0    4.115552    20    8.0    None    50    1
250    OVERTAKING   15.43332    True    0    4.115552    20    8.0    None    100    1
251    OVERTAKING   15.43332    True    0    4.115552    50    8.0    None    100    1
252    OVERTAKING   15.43332    True    0    4.115552    80    8.0    None    100    1
253    OVERTAKEN   1.543332    True    0    5.14444    -80    8.0    None    100    2
254    OVERTAKEN   1.543332    True    0    5.14444    -50    8.0    None    100    2
255    OVERTAKEN   1.543332    True    0    5.14444    -20    8.0    None    50    2
256    OVERTAKEN   1.543332    True    0    5.14444    -20    8.0    None    100    2
257    OVERTAKEN   1.543332    True    0    5.14444    -10    8.0    None    50    2
258    OVERTAKEN   1.543332    True    0    5.14444    -10    8.0    None    100    2
259    OVERTAKEN   1.543332    True    0    5.14444    0    8.0    None    50    2
260    OVERTAKEN   1.543332    True    0    5.14444    0    8.0    None    100    2
261    OVERTAKEN   1.543332    True    0    5.14444    10    8.0    None    50    2
262    OVERTAKEN   1.543332    True    0    5.14444    10    8.0    None    100    2
263    OVERTAKEN   1.543332    True    0    5.14444    20    8.0    None    50    2
264    OVERTAKEN   1.543332    True    0    5.14444    20    8.0    None    100    2
265    OVERTAKEN   1.543332    True    0    5.14444    50    8.0    None    100    2
266    OVERTAKEN   1.543332    True    0    5.14444    80    8.0    None    100    2
267    OVERTAKEN   2.57222    True    0    5.14444    -80    8.0    None    100    2
268    OVERTAKEN   2.57222    True    0    5.14444    -50    8.0    None    100    2
269    OVERTAKEN   2.57222    True    0    5.14444    -20    8.0    None    50    2
270    OVERTAKEN   2.57222    True    0    5.14444    -20    8.0    None    100    2
271    OVERTAKEN   2.57222    True    0    5.14444    -10    8.0    None    50    2
272    OVERTAKEN   2.57222    True    0    5.14444    -10    8.0    None    100    2
273    OVERTAKEN   2.57222    True    0    5.14444    0    8.0    None    50    2
274    OVERTAKEN   2.57222    True    0    5.14444    0    8.0    None    100    2
275    OVERTAKEN   2.57222    True    0    5.14444    10    8.0    None    50    2
276    OVERTAKEN   2.57222    True    0    5.14444    10    8.0    None    100    2
277    OVERTAKEN   2.57222    True    0    5.14444    20    8.0    None    50    2
278    OVERTAKEN   2.57222    True    0    5.14444    20    8.0    None    100    2
279    OVERTAKEN   2.57222    True    0    5.14444    50    8.0    None    100    2
280    OVERTAKEN   2.57222    True    0    5.14444    80    8.0    None    100    2
281    OVERTAKING   7.71666    True    0    5.14444    -80    8.0    None    100    1
282    OVERTAKING   7.71666    True    0    5.14444    -50    8.0    None    100    1
283    OVERTAKING   7.71666    True    0    5.14444    -20    8.0    None    50    1
284    OVERTAKING   7.71666    True    0    5.14444    -20    8.0    None    100    1
285    OVERTAKING   7.71666    True    0    5.14444    -10    8.0    None    50    1
286    OVERTAKING   7.71666    True    0    5.14444    -10    8.0    None    100    1
287    OVERTAKING   7.71666    True    0    5.14444    0    8.0    None    50    1
288    OVERTAKING   7.71666    True    0    5.14444    0    8.0    None    100    1
289    OVERTAKING   7.71666    True    0    5.14444    10    8.0    None    50    1
290    OVERTAKING   7.71666    True    0    5.14444    10    8.0    None    100    1
291    OVERTAKING   7.71666    True    0    5.14444    20    8.0    None    50    1
292    OVERTAKING   7.71666    True    0    5.14444    20    8.0    None    100    1
293    OVERTAKING   7.71666    True    0    5.14444    50    8.0    None    100    1
294    OVERTAKING   7.71666    True    0    5.14444    80    8.0    None    100    1
295    OVERTAKING   10.28888    True    0    5.14444    -80    8.0    None    100    1
296    OVERTAKING   10.28888    True    0    5.14444    -50    8.0    None    100    1
297    OVERTAKING   10.28888    True    0    5.14444    -20    8.0    None    50    1
298    OVERTAKING   10.28888    True    0    5.14444    -20    8.0    None    100    1
299    OVERTAKING   10.28888    True    0    5.14444    -10    8.0    None    50    1
300    OVERTAKING   10.28888    True    0    5.14444    -10    8.0    None    100    1
301    OVERTAKING   10.28888    True    0    5.14444    0    8.0    None    50    1
302    OVERTAKING   10.28888    True    0    5.14444    0    8.0    None    100    1
303    OVERTAKING   10.28888    True    0    5.14444    10    8.0    None    50    1
304    OVERTAKING   10.28888    True    0    5.14444    10    8.0    None    100    1
305    OVERTAKING   10.28888    True    0    5.14444    20    8.0    None    50    1
306    OVERTAKING   10.28888    True    0    5.14444    20    8.0    None    100    1
307    OVERTAKING   10.28888    True    0    5.14444    50    8.0    None    100    1
308    OVERTAKING   10.28888    True    0    5.14444    80    8.0    None    100    1
309    OVERTAKING   12.8611    True    0    5.14444    -80    8.0    None    100    1
310    OVERTAKING   12.8611    True    0    5.14444    -50    8.0    None    100    1
311    OVERTAKING   12.8611    True    0    5.14444    -20    8.0    None    50    1
312    OVERTAKING   12.8611    True    0    5.14444    -20    8.0    None    100    1
313    OVERTAKING   12.8611    True    0    5.14444    -10    8.0    None    50    1
314    OVERTAKING   12.8611    True    0    5.14444    -10    8.0    None    100    1
315    OVERTAKING   12.8611    True    0    5.14444    0    8.0    None    50    1
316    OVERTAKING   12.8611    True    0    5.14444    0    8.0    None    100    1
317    OVERTAKING   12.8611    True    0    5.14444    10    8.0    None    50    1
318    OVERTAKING   12.8611    True    0    5.14444    10    8.0    None    100    1
319    OVERTAKING   12.8611    True    0    5.14444    20    8.0    None    50    1
320    OVERTAKING   12.8611    True    0    5.14444    20    8.0    None    100    1
321    OVERTAKING   12.8611    True    0    5.14444    50    8.0    None    100    1
322    OVERTAKING   12.8611    True    0    5.14444    80    8.0    None    100    1
323    OVERTAKING   15.43332    True    0    5.14444    -80    8.0    None    100    1
324    OVERTAKING   15.43332    True    0    5.14444    -50    8.0    None    100    1
325    OVERTAKING   15.43332    True    0    5.14444    -20    8.0    None    50    1
326    OVERTAKING   15.43332    True    0    5.14444    -20    8.0    None    100    1
327    OVERTAKING   15.43332    True    0    5.14444    -10    8.0    None    50    1
328    OVERTAKING   15.43332    True    0    5.14444    -10    8.0    None    100    1
329    OVERTAKING   15.43332    True    0    5.14444    0    8.0    None    50    1
330    OVERTAKING   15.43332    True    0    5.14444    0    8.0    None    100    1
331    OVERTAKING   15.43332    True    0    5.14444    10    8.0    None    50    1
332    OVERTAKING   15.43332    True    0    5.14444    10    8.0    None    100    1
333    OVERTAKING   15.43332    True    0    5.14444    20    8.0    None    50    1
334    OVERTAKING   15.43332    True    0    5.14444    20    8.0    None    100    1
335    OVERTAKING   15.43332    True    0    5.14444    50    8.0    None    100    1
336    OVERTAKING   15.43332    True    0    5.14444    80    8.0    None    100    1
337    OVERTAKEN   1.543332    True    0    7.71666    -80    8.0    None    100    2
338    OVERTAKEN   1.543332    True    0    7.71666    -50    8.0    None    100    2
339    OVERTAKEN   1.543332    True    0    7.71666    -20    8.0    None    50    2
340    OVERTAKEN   1.543332    True    0    7.71666    -20    8.0    None    100    2
341    OVERTAKEN   1.543332    True    0    7.71666    -10    8.0    None    50    2
342    OVERTAKEN   1.543332    True    0    7.71666    -10    8.0    None    100    2
343    OVERTAKEN   1.543332    True    0    7.71666    0    8.0    None    50    2
344    OVERTAKEN   1.543332    True    0    7.71666    0    8.0    None    100    2
345    OVERTAKEN   1.543332    True    0    7.71666    10    8.0    None    50    2
346    OVERTAKEN   1.543332    True    0    7.71666    10    8.0    None    100    2
347    OVERTAKEN   1.543332    True    0    7.71666    20    8.0    None    50    2
348    OVERTAKEN   1.543332    True    0    7.71666    20    8.0    None    100    2
349    OVERTAKEN   1.543332    True    0    7.71666    50    8.0    None    100    2
350    OVERTAKEN   1.543332    True    0    7.71666    80    8.0    None    100    2
351    OVERTAKEN   2.57222    True    0    7.71666    -80    8.0    None    100    2
352    OVERTAKEN   2.57222    True    0    7.71666    -50    8.0    None    100    2
353    OVERTAKEN   2.57222    True    0    7.71666    -20    8.0    None    50    2
354    OVERTAKEN   2.57222    True    0    7.71666    -20    8.0    None    100    2
355    OVERTAKEN   2.57222    True    0    7.71666    -10    8.0    None    50    2
356    OVERTAKEN   2.57222    True    0    7.71666    -10    8.0    None    100    2
357    OVERTAKEN   2.57222    True    0    7.71666    0    8.0    None    50    2
358    OVERTAKEN   2.57222    True    0    7.71666    0    8.0    None    100    2
359    OVERTAKEN   2.57222    True    0    7.71666    10    8.0    None    50    2
360    OVERTAKEN   2.57222    True    0    7.71666    10    8.0    None    100    2
361    OVERTAKEN   2.57222    True    0    7.71666    20    8.0    None    50    2
362    OVERTAKEN   2.57222    True    0    7.71666    20    8.0    None    100    2
363    OVERTAKEN   2.57222    True    0    7.71666    50    8.0    None    100    2
364    OVERTAKEN   2.57222    True    0    7.71666    80    8.0    None    100    2
365    OVERTAKEN   4.115552    True    0    7.71666    -80    8.0    None    100    2
366    OVERTAKEN   4.115552    True    0    7.71666    -50    8.0    None    100    2
367    OVERTAKEN   4.115552    True    0    7.71666    -20    8.0    None    50    2
368    OVERTAKEN   4.115552    True    0    7.71666    -20    8.0    None    100    2
369    OVERTAKEN   4.115552    True    0    7.71666    -10    8.0    None    50    2
370    OVERTAKEN   4.115552    True    0    7.71666    -10    8.0    None    100    2
371    OVERTAKEN   4.115552    True    0    7.71666    0    8.0    None    50    2
372    OVERTAKEN   4.115552    True    0    7.71666    0    8.0    None    100    2
373    OVERTAKEN   4.115552    True    0    7.71666    10    8.0    None    50    2
374    OVERTAKEN   4.115552    True    0    7.71666    10    8.0    None    100    2
375    OVERTAKEN   4.115552    True    0    7.71666    20    8.0    None    50    2
376    OVERTAKEN   4.115552    True    0    7.71666    20    8.0    None    100    2
377    OVERTAKEN   4.115552    True    0    7.71666    50    8.0    None    100    2
378    OVERTAKEN   4.115552    True    0    7.71666    80    8.0    None    100    2
