OPUS    CLASS    U_D_ASV    LOC_PLAN    HEADING    U_D    DCPA    SIZE    PRIOR    D_DETEC    GROUP
58    OVERTAKING   20    True    0    3    -50    8.0    None    500    1
59    OVERTAKING   20    True    0    3    -20    8.0    None    200    1
60    OVERTAKING   20    True    0    3    -20    8.0    None    500    1
61    OVERTAKING   20    True    0    3    -10    8.0    None    200    1
62    OVERTAKING   20    True    0    3    -10    8.0    None    500    1
63    OVERTAKING   20    True    0    3    0    8.0    None    200    1
64    OVERTAKING   20    True    0    3    0    8.0    None    500    1
65    OVERTAKING   20    True    0    3    10    8.0    None    200    1
66    OVERTAKING   20    True    0    3    10    8.0    None    500    1
67    OVERTAKING   20    True    0    3    20    8.0    None    200    1
68    OVERTAKING   20    True    0    3    20    8.0    None    500    1
69    OVERTAKING   20    True    0    3    50    8.0    None    200    1
70    OVERTAKING   20    True    0    3    50    8.0    None    500    1
71    OVERTAKING   20    True    0    3    80    8.0    None    200    1
72    OVERTAKING   20    True    0    3    80    8.0    None    500    1
73    OVERTAKING   25    True    0    3    -80    8.0    None    200    1
74    OVERTAKING   25    True    0    3    -80    8.0    None    500    1
75    OVERTAKING   25    True    0    3    -50    8.0    None    200    1
76    OVERTAKING   25    True    0    3    -50    8.0    None    500    1
77    OVERTAKING   25    True    0    3    -20    8.0    None    200    1
78    OVERTAKING   25    True    0    3    -20    8.0    None    500    1
79    OVERTAKING   25    True    0    3    -10    8.0    None    200    1
80    OVERTAKING   25    True    0    3    -10    8.0    None    500    1
81    OVERTAKING   25    True    0    3    0    8.0    None    200    1
82    OVERTAKING   25    True    0    3    0    8.0    None    500    1
83    OVERTAKING   25    True    0    3    10    8.0    None    200    1
84    OVERTAKING   25    True    0    3    10    8.0    None    500    1
85    OVERTAKING   25    True    0    3    20    8.0    None    200    1
86    OVERTAKING   25    True    0    3    20    8.0    None    500    1
87    OVERTAKING   25    True    0    3    50    8.0    None    200    1
88    OVERTAKING   25    True    0    3    50    8.0    None    500    1
89    OVERTAKING   25    True    0    3    80    8.0    None    200    1
90    OVERTAKING   25    True    0    3    80    8.0    None    500    1
91    OVERTAKING   30    True    0    3    -80    8.0    None    200    1
92    OVERTAKING   30    True    0    3    -80    8.0    None    500    1
93    OVERTAKING   30    True    0    3    -50    8.0    None    200    1
94    OVERTAKING   30    True    0    3    -50    8.0    None    500    1
95    OVERTAKING   30    True    0    3    -20    8.0    None    200    1
96    OVERTAKING   30    True    0    3    -20    8.0    None    500    1
97    OVERTAKING   30    True    0    3    -10    8.0    None    200    1
98    OVERTAKING   30    True    0    3    -10    8.0    None    500    1
99    OVERTAKING   30    True    0    3    0    8.0    None    200    1
100    OVERTAKING   30    True    0    3    0    8.0    None    500    1
101    OVERTAKING   30    True    0    3    10    8.0    None    200    1
102    OVERTAKING   30    True    0    3    10    8.0    None    500    1
103    OVERTAKING   30    True    0    3    20    8.0    None    200    1
104    OVERTAKING   30    True    0    3    20    8.0    None    500    1
105    OVERTAKING   30    True    0    3    50    8.0    None    200    1
106    OVERTAKING   30    True    0    3    50    8.0    None    500    1
107    OVERTAKING   30    True    0    3    80    8.0    None    200    1
108    OVERTAKING   30    True    0    3    80    8.0    None    500    1
109    OVERTAKING   8    True    0    5    -80    8.0    None    200    1
110    OVERTAKING   8    True    0    5    -80    8.0    None    500    1
111    OVERTAKING   8    True    0    5    -50    8.0    None    200    1
112    OVERTAKING   8    True    0    5    -50    8.0    None    500    1
113    OVERTAKING   8    True    0    5    -20    8.0    None    200    1
114    OVERTAKING   8    True    0    5    -20    8.0    None    500    1
115    OVERTAKING   8    True    0    5    -10    8.0    None    200    1
116    OVERTAKING   8    True    0    5    -10    8.0    None    500    1
117    OVERTAKING   8    True    0    5    0    8.0    None    200    1
118    OVERTAKING   8    True    0    5    0    8.0    None    500    1
119    OVERTAKING   8    True    0    5    10    8.0    None    200    1
120    OVERTAKING   8    True    0    5    10    8.0    None    500    1
121    OVERTAKING   8    True    0    5    20    8.0    None    200    1
122    OVERTAKING   8    True    0    5    20    8.0    None    500    1
123    OVERTAKING   8    True    0    5    50    8.0    None    200    1
124    OVERTAKING   8    True    0    5    50    8.0    None    500    1
125    OVERTAKING   8    True    0    5    80    8.0    None    200    1
126    OVERTAKING   8    True    0    5    80    8.0    None    500    1
127    OVERTAKING   10    True    0    5    -80    8.0    None    200    1
128    OVERTAKING   10    True    0    5    -80    8.0    None    500    1
129    OVERTAKING   10    True    0    5    -50    8.0    None    200    1
130    OVERTAKING   10    True    0    5    -50    8.0    None    500    1
131    OVERTAKING   10    True    0    5    -20    8.0    None    200    1
132    OVERTAKING   10    True    0    5    -20    8.0    None    500    1
133    OVERTAKING   10    True    0    5    -10    8.0    None    200    1
134    OVERTAKING   10    True    0    5    -10    8.0    None    500    1
135    OVERTAKING   10    True    0    5    0    8.0    None    200    1
136    OVERTAKING   10    True    0    5    0    8.0    None    500    1
137    OVERTAKING   10    True    0    5    10    8.0    None    200    1
138    OVERTAKING   10    True    0    5    10    8.0    None    500    1
139    OVERTAKING   10    True    0    5    20    8.0    None    200    1
140    OVERTAKING   10    True    0    5    20    8.0    None    500    1
141    OVERTAKING   10    True    0    5    50    8.0    None    200    1
142    OVERTAKING   10    True    0    5    50    8.0    None    500    1
143    OVERTAKING   10    True    0    5    80    8.0    None    200    1
144    OVERTAKING   10    True    0    5    80    8.0    None    500    1
145    OVERTAKING   15    True    0    5    -80    8.0    None    200    1
146    OVERTAKING   15    True    0    5    -80    8.0    None    500    1
147    OVERTAKING   15    True    0    5    -50    8.0    None    200    1
148    OVERTAKING   15    True    0    5    -50    8.0    None    500    1
149    OVERTAKING   15    True    0    5    -20    8.0    None    200    1
150    OVERTAKING   15    True    0    5    -20    8.0    None    500    1
151    OVERTAKING   15    True    0    5    -10    8.0    None    200    1
152    OVERTAKING   15    True    0    5    -10    8.0    None    500    1
153    OVERTAKING   15    True    0    5    0    8.0    None    200    1
154    OVERTAKING   15    True    0    5    0    8.0    None    500    1
155    OVERTAKING   15    True    0    5    10    8.0    None    200    1
156    OVERTAKING   15    True    0    5    10    8.0    None    500    1
157    OVERTAKING   15    True    0    5    20    8.0    None    200    1
158    OVERTAKING   15    True    0    5    20    8.0    None    500    1
159    OVERTAKING   15    True    0    5    50    8.0    None    200    1
160    OVERTAKING   15    True    0    5    50    8.0    None    500    1
161    OVERTAKING   15    True    0    5    80    8.0    None    200    1
162    OVERTAKING   15    True    0    5    80    8.0    None    500    1
163    OVERTAKING   20    True    0    5    -80    8.0    None    200    1
164    OVERTAKING   20    True    0    5    -80    8.0    None    500    1
165    OVERTAKING   20    True    0    5    -50    8.0    None    200    1
166    OVERTAKING   20    True    0    5    -50    8.0    None    500    1
167    OVERTAKING   20    True    0    5    -20    8.0    None    200    1
168    OVERTAKING   20    True    0    5    -20    8.0    None    500    1
169    OVERTAKING   20    True    0    5    -10    8.0    None    200    1
170    OVERTAKING   20    True    0    5    -10    8.0    None    500    1
171    OVERTAKING   20    True    0    5    0    8.0    None    200    1
172    OVERTAKING   20    True    0    5    0    8.0    None    500    1
173    OVERTAKING   20    True    0    5    10    8.0    None    200    1
174    OVERTAKING   20    True    0    5    10    8.0    None    500    1
175    OVERTAKING   20    True    0    5    20    8.0    None    200    1
176    OVERTAKING   20    True    0    5    20    8.0    None    500    1
177    OVERTAKING   20    True    0    5    50    8.0    None    200    1
178    OVERTAKING   20    True    0    5    50    8.0    None    500    1
179    OVERTAKING   20    True    0    5    80    8.0    None    200    1
180    OVERTAKING   20    True    0    5    80    8.0    None    500    1
181    OVERTAKING   25    True    0    5    -80    8.0    None    200    1
182    OVERTAKING   25    True    0    5    -80    8.0    None    500    1
183    OVERTAKING   25    True    0    5    -50    8.0    None    200    1
184    OVERTAKING   25    True    0    5    -50    8.0    None    500    1
185    OVERTAKING   25    True    0    5    -20    8.0    None    200    1
186    OVERTAKING   25    True    0    5    -20    8.0    None    500    1
187    OVERTAKING   25    True    0    5    -10    8.0    None    200    1
188    OVERTAKING   25    True    0    5    -10    8.0    None    500    1
189    OVERTAKING   25    True    0    5    0    8.0    None    200    1
190    OVERTAKING   25    True    0    5    0    8.0    None    500    1
191    OVERTAKING   25    True    0    5    10    8.0    None    200    1
192    OVERTAKING   25    True    0    5    10    8.0    None    500    1
193    OVERTAKING   25    True    0    5    20    8.0    None    200    1
194    OVERTAKING   25    True    0    5    20    8.0    None    500    1
195    OVERTAKING   25    True    0    5    50    8.0    None    200    1
196    OVERTAKING   25    True    0    5    50    8.0    None    500    1
197    OVERTAKING   25    True    0    5    80    8.0    None    200    1
198    OVERTAKING   25    True    0    5    80    8.0    None    500    1
199    OVERTAKING   30    True    0    5    -80    8.0    None    200    1
200    OVERTAKING   30    True    0    5    -80    8.0    None    500    1
201    OVERTAKING   30    True    0    5    -50    8.0    None    200    1
202    OVERTAKING   30    True    0    5    -50    8.0    None    500    1
203    OVERTAKING   30    True    0    5    -20    8.0    None    200    1
204    OVERTAKING   30    True    0    5    -20    8.0    None    500    1
205    OVERTAKING   30    True    0    5    -10    8.0    None    200    1
206    OVERTAKING   30    True    0    5    -10    8.0    None    500    1
207    OVERTAKING   30    True    0    5    0    8.0    None    200    1
208    OVERTAKING   30    True    0    5    0    8.0    None    500    1
209    OVERTAKING   30    True    0    5    10    8.0    None    200    1
210    OVERTAKING   30    True    0    5    10    8.0    None    500    1
211    OVERTAKING   30    True    0    5    20    8.0    None    200    1
212    OVERTAKING   30    True    0    5    20    8.0    None    500    1
213    OVERTAKING   30    True    0    5    50    8.0    None    200    1
214    OVERTAKING   30    True    0    5    50    8.0    None    500    1
215    OVERTAKING   30    True    0    5    80    8.0    None    200    1
216    OVERTAKING   30    True    0    5    80    8.0    None    500    1
217    OVERTAKEN   3    True    0    8    -80    8.0    None    200    2
218    OVERTAKEN   3    True    0    8    -80    8.0    None    500    2
219    OVERTAKEN   3    True    0    8    -50    8.0    None    200    2
220    OVERTAKEN   3    True    0    8    -50    8.0    None    500    2
221    OVERTAKEN   3    True    0    8    -20    8.0    None    200    2
222    OVERTAKEN   3    True    0    8    -20    8.0    None    500    2
223    OVERTAKEN   3    True    0    8    -10    8.0    None    200    2
224    OVERTAKEN   3    True    0    8    -10    8.0    None    500    2
225    OVERTAKEN   3    True    0    8    0    8.0    None    200    2
226    OVERTAKEN   3    True    0    8    0    8.0    None    500    2
227    OVERTAKEN   3    True    0    8    10    8.0    None    200    2
228    OVERTAKEN   3    True    0    8    10    8.0    None    500    2
229    OVERTAKEN   3    True    0    8    20    8.0    None    200    2
230    OVERTAKEN   3    True    0    8    20    8.0    None    500    2
231    OVERTAKEN   3    True    0    8    50    8.0    None    200    2
232    OVERTAKEN   3    True    0    8    50    8.0    None    500    2
233    OVERTAKEN   3    True    0    8    80    8.0    None    200    2
234    OVERTAKEN   3    True    0    8    80    8.0    None    500    2
235    OVERTAKEN   5    True    0    8    -80    8.0    None    200    2
236    OVERTAKEN   5    True    0    8    -80    8.0    None    500    2
237    OVERTAKEN   5    True    0    8    -50    8.0    None    200    2
238    OVERTAKEN   5    True    0    8    -50    8.0    None    500    2
239    OVERTAKEN   5    True    0    8    -20    8.0    None    200    2
240    OVERTAKEN   5    True    0    8    -20    8.0    None    500    2
241    OVERTAKEN   5    True    0    8    -10    8.0    None    200    2
242    OVERTAKEN   5    True    0    8    -10    8.0    None    500    2
243    OVERTAKEN   5    True    0    8    0    8.0    None    200    2
244    OVERTAKEN   5    True    0    8    0    8.0    None    500    2
245    OVERTAKEN   5    True    0    8    10    8.0    None    200    2
246    OVERTAKEN   5    True    0    8    10    8.0    None    500    2
247    OVERTAKEN   5    True    0    8    20    8.0    None    200    2
248    OVERTAKEN   5    True    0    8    20    8.0    None    500    2
249    OVERTAKEN   5    True    0    8    50    8.0    None    200    2
250    OVERTAKEN   5    True    0    8    50    8.0    None    500    2
251    OVERTAKEN   5    True    0    8    80    8.0    None    200    2
252    OVERTAKEN   5    True    0    8    80    8.0    None    500    2
253    OVERTAKING   15    True    0    8    -80    8.0    None    200    1
254    OVERTAKING   15    True    0    8    -80    8.0    None    500    1
255    OVERTAKING   15    True    0    8    -50    8.0    None    200    1
256    OVERTAKING   15    True    0    8    -50    8.0    None    500    1
257    OVERTAKING   15    True    0    8    -20    8.0    None    200    1
258    OVERTAKING   15    True    0    8    -20    8.0    None    500    1
259    OVERTAKING   15    True    0    8    -10    8.0    None    200    1
260    OVERTAKING   15    True    0    8    -10    8.0    None    500    1
261    OVERTAKING   15    True    0    8    0    8.0    None    200    1
262    OVERTAKING   15    True    0    8    0    8.0    None    500    1
263    OVERTAKING   15    True    0    8    10    8.0    None    200    1
264    OVERTAKING   15    True    0    8    10    8.0    None    500    1
265    OVERTAKING   15    True    0    8    20    8.0    None    200    1
266    OVERTAKING   15    True    0    8    20    8.0    None    500    1
267    OVERTAKING   15    True    0    8    50    8.0    None    200    1
268    OVERTAKING   15    True    0    8    50    8.0    None    500    1
269    OVERTAKING   15    True    0    8    80    8.0    None    200    1
270    OVERTAKING   15    True    0    8    80    8.0    None    500    1
271    OVERTAKING   20    True    0    8    -80    8.0    None    200    1
272    OVERTAKING   20    True    0    8    -80    8.0    None    500    1
273    OVERTAKING   20    True    0    8    -50    8.0    None    200    1
274    OVERTAKING   20    True    0    8    -50    8.0    None    500    1
275    OVERTAKING   20    True    0    8    -20    8.0    None    200    1
276    OVERTAKING   20    True    0    8    -20    8.0    None    500    1
277    OVERTAKING   20    True    0    8    -10    8.0    None    200    1
278    OVERTAKING   20    True    0    8    -10    8.0    None    500    1
279    OVERTAKING   20    True    0    8    0    8.0    None    200    1
280    OVERTAKING   20    True    0    8    0    8.0    None    500    1
281    OVERTAKING   20    True    0    8    10    8.0    None    200    1
282    OVERTAKING   20    True    0    8    10    8.0    None    500    1
283    OVERTAKING   20    True    0    8    20    8.0    None    200    1
284    OVERTAKING   20    True    0    8    20    8.0    None    500    1
285    OVERTAKING   20    True    0    8    50    8.0    None    200    1
286    OVERTAKING   20    True    0    8    50    8.0    None    500    1
287    OVERTAKING   20    True    0    8    80    8.0    None    200    1
288    OVERTAKING   20    True    0    8    80    8.0    None    500    1
289    OVERTAKING   25    True    0    8    -80    8.0    None    200    1
290    OVERTAKING   25    True    0    8    -80    8.0    None    500    1
291    OVERTAKING   25    True    0    8    -50    8.0    None    200    1
292    OVERTAKING   25    True    0    8    -50    8.0    None    500    1
293    OVERTAKING   25    True    0    8    -20    8.0    None    200    1
294    OVERTAKING   25    True    0    8    -20    8.0    None    500    1
295    OVERTAKING   25    True    0    8    -10    8.0    None    200    1
296    OVERTAKING   25    True    0    8    -10    8.0    None    500    1
297    OVERTAKING   25    True    0    8    0    8.0    None    200    1
298    OVERTAKING   25    True    0    8    0    8.0    None    500    1
299    OVERTAKING   25    True    0    8    10    8.0    None    200    1
300    OVERTAKING   25    True    0    8    10    8.0    None    500    1
301    OVERTAKING   25    True    0    8    20    8.0    None    200    1
302    OVERTAKING   25    True    0    8    20    8.0    None    500    1
303    OVERTAKING   25    True    0    8    50    8.0    None    200    1
304    OVERTAKING   25    True    0    8    50    8.0    None    500    1
305    OVERTAKING   25    True    0    8    80    8.0    None    200    1
306    OVERTAKING   25    True    0    8    80    8.0    None    500    1
307    OVERTAKING   30    True    0    8    -80    8.0    None    200    1
308    OVERTAKING   30    True    0    8    -80    8.0    None    500    1
309    OVERTAKING   30    True    0    8    -50    8.0    None    200    1
310    OVERTAKING   30    True    0    8    -50    8.0    None    500    1
311    OVERTAKING   30    True    0    8    -20    8.0    None    200    1
312    OVERTAKING   30    True    0    8    -20    8.0    None    500    1
313    OVERTAKING   30    True    0    8    -10    8.0    None    200    1
314    OVERTAKING   30    True    0    8    -10    8.0    None    500    1
315    OVERTAKING   30    True    0    8    0    8.0    None    200    1
316    OVERTAKING   30    True    0    8    0    8.0    None    500    1
317    OVERTAKING   30    True    0    8    10    8.0    None    200    1
318    OVERTAKING   30    True    0    8    10    8.0    None    500    1
319    OVERTAKING   30    True    0    8    20    8.0    None    200    1
320    OVERTAKING   30    True    0    8    20    8.0    None    500    1
321    OVERTAKING   30    True    0    8    50    8.0    None    200    1
322    OVERTAKING   30    True    0    8    50    8.0    None    500    1
323    OVERTAKING   30    True    0    8    80    8.0    None    200    1
324    OVERTAKING   30    True    0    8    80    8.0    None    500    1
325    OVERTAKEN   3    True    0    10    -80    8.0    None    200    2
326    OVERTAKEN   3    True    0    10    -80    8.0    None    500    2
327    OVERTAKEN   3    True    0    10    -50    8.0    None    200    2
328    OVERTAKEN   3    True    0    10    -50    8.0    None    500    2
329    OVERTAKEN   3    True    0    10    -20    8.0    None    200    2
330    OVERTAKEN   3    True    0    10    -20    8.0    None    500    2
331    OVERTAKEN   3    True    0    10    -10    8.0    None    200    2
332    OVERTAKEN   3    True    0    10    -10    8.0    None    500    2
333    OVERTAKEN   3    True    0    10    0    8.0    None    200    2
334    OVERTAKEN   3    True    0    10    0    8.0    None    500    2
335    OVERTAKEN   3    True    0    10    10    8.0    None    200    2
336    OVERTAKEN   3    True    0    10    10    8.0    None    500    2
337    OVERTAKEN   3    True    0    10    20    8.0    None    200    2
338    OVERTAKEN   3    True    0    10    20    8.0    None    500    2
339    OVERTAKEN   3    True    0    10    50    8.0    None    200    2
340    OVERTAKEN   3    True    0    10    50    8.0    None    500    2
341    OVERTAKEN   3    True    0    10    80    8.0    None    200    2
342    OVERTAKEN   3    True    0    10    80    8.0    None    500    2
343    OVERTAKEN   5    True    0    10    -80    8.0    None    200    2
344    OVERTAKEN   5    True    0    10    -80    8.0    None    500    2
345    OVERTAKEN   5    True    0    10    -50    8.0    None    200    2
346    OVERTAKEN   5    True    0    10    -50    8.0    None    500    2
347    OVERTAKEN   5    True    0    10    -20    8.0    None    200    2
348    OVERTAKEN   5    True    0    10    -20    8.0    None    500    2
349    OVERTAKEN   5    True    0    10    -10    8.0    None    200    2
350    OVERTAKEN   5    True    0    10    -10    8.0    None    500    2
351    OVERTAKEN   5    True    0    10    0    8.0    None    200    2
352    OVERTAKEN   5    True    0    10    0    8.0    None    500    2
353    OVERTAKEN   5    True    0    10    10    8.0    None    200    2
354    OVERTAKEN   5    True    0    10    10    8.0    None    500    2
355    OVERTAKEN   5    True    0    10    20    8.0    None    200    2
356    OVERTAKEN   5    True    0    10    20    8.0    None    500    2
357    OVERTAKEN   5    True    0    10    50    8.0    None    200    2
358    OVERTAKEN   5    True    0    10    50    8.0    None    500    2
359    OVERTAKEN   5    True    0    10    80    8.0    None    200    2
360    OVERTAKEN   5    True    0    10    80    8.0    None    500    2
361    OVERTAKING   15    True    0    10    -80    8.0    None    200    1
362    OVERTAKING   15    True    0    10    -80    8.0    None    500    1
363    OVERTAKING   15    True    0    10    -50    8.0    None    200    1
364    OVERTAKING   15    True    0    10    -50    8.0    None    500    1
365    OVERTAKING   15    True    0    10    -20    8.0    None    200    1
366    OVERTAKING   15    True    0    10    -20    8.0    None    500    1
367    OVERTAKING   15    True    0    10    -10    8.0    None    200    1
368    OVERTAKING   15    True    0    10    -10    8.0    None    500    1
369    OVERTAKING   15    True    0    10    0    8.0    None    200    1
370    OVERTAKING   15    True    0    10    0    8.0    None    500    1
371    OVERTAKING   15    True    0    10    10    8.0    None    200    1
372    OVERTAKING   15    True    0    10    10    8.0    None    500    1
373    OVERTAKING   15    True    0    10    20    8.0    None    200    1
374    OVERTAKING   15    True    0    10    20    8.0    None    500    1
375    OVERTAKING   15    True    0    10    50    8.0    None    200    1
376    OVERTAKING   15    True    0    10    50    8.0    None    500    1
377    OVERTAKING   15    True    0    10    80    8.0    None    200    1
378    OVERTAKING   15    True    0    10    80    8.0    None    500    1
379    OVERTAKING   20    True    0    10    -80    8.0    None    200    1
380    OVERTAKING   20    True    0    10    -80    8.0    None    500    1
381    OVERTAKING   20    True    0    10    -50    8.0    None    200    1
382    OVERTAKING   20    True    0    10    -50    8.0    None    500    1
383    OVERTAKING   20    True    0    10    -20    8.0    None    200    1
384    OVERTAKING   20    True    0    10    -20    8.0    None    500    1
385    OVERTAKING   20    True    0    10    -10    8.0    None    200    1
386    OVERTAKING   20    True    0    10    -10    8.0    None    500    1
387    OVERTAKING   20    True    0    10    0    8.0    None    200    1
388    OVERTAKING   20    True    0    10    0    8.0    None    500    1
389    OVERTAKING   20    True    0    10    10    8.0    None    200    1
390    OVERTAKING   20    True    0    10    10    8.0    None    500    1
391    OVERTAKING   20    True    0    10    20    8.0    None    200    1
392    OVERTAKING   20    True    0    10    20    8.0    None    500    1
393    OVERTAKING   20    True    0    10    50    8.0    None    200    1
394    OVERTAKING   20    True    0    10    50    8.0    None    500    1
395    OVERTAKING   20    True    0    10    80    8.0    None    200    1
396    OVERTAKING   20    True    0    10    80    8.0    None    500    1
397    OVERTAKING   25    True    0    10    -80    8.0    None    200    1
398    OVERTAKING   25    True    0    10    -80    8.0    None    500    1
399    OVERTAKING   25    True    0    10    -50    8.0    None    200    1
400    OVERTAKING   25    True    0    10    -50    8.0    None    500    1
401    OVERTAKING   25    True    0    10    -20    8.0    None    200    1
402    OVERTAKING   25    True    0    10    -20    8.0    None    500    1
403    OVERTAKING   25    True    0    10    -10    8.0    None    200    1
404    OVERTAKING   25    True    0    10    -10    8.0    None    500    1
405    OVERTAKING   25    True    0    10    0    8.0    None    200    1
406    OVERTAKING   25    True    0    10    0    8.0    None    500    1
407    OVERTAKING   25    True    0    10    10    8.0    None    200    1
408    OVERTAKING   25    True    0    10    10    8.0    None    500    1
409    OVERTAKING   25    True    0    10    20    8.0    None    200    1
410    OVERTAKING   25    True    0    10    20    8.0    None    500    1
411    OVERTAKING   25    True    0    10    50    8.0    None    200    1
412    OVERTAKING   25    True    0    10    50    8.0    None    500    1
413    OVERTAKING   25    True    0    10    80    8.0    None    200    1
414    OVERTAKING   25    True    0    10    80    8.0    None    500    1
415    OVERTAKING   30    True    0    10    -80    8.0    None    200    1
416    OVERTAKING   30    True    0    10    -80    8.0    None    500    1
417    OVERTAKING   30    True    0    10    -50    8.0    None    200    1
418    OVERTAKING   30    True    0    10    -50    8.0    None    500    1
419    OVERTAKING   30    True    0    10    -20    8.0    None    200    1
420    OVERTAKING   30    True    0    10    -20    8.0    None    500    1
421    OVERTAKING   30    True    0    10    -10    8.0    None    200    1
422    OVERTAKING   30    True    0    10    -10    8.0    None    500    1
423    OVERTAKING   30    True    0    10    0    8.0    None    200    1
424    OVERTAKING   30    True    0    10    0    8.0    None    500    1
425    OVERTAKING   30    True    0    10    10    8.0    None    200    1
426    OVERTAKING   30    True    0    10    10    8.0    None    500    1
427    OVERTAKING   30    True    0    10    20    8.0    None    200    1
428    OVERTAKING   30    True    0    10    20    8.0    None    500    1
429    OVERTAKING   30    True    0    10    50    8.0    None    200    1
430    OVERTAKING   30    True    0    10    50    8.0    None    500    1
431    OVERTAKING   30    True    0    10    80    8.0    None    200    1
432    OVERTAKING   30    True    0    10    80    8.0    None    500    1
433    OVERTAKEN   3    True    0    15    -80    8.0    None    200    2
434    OVERTAKEN   3    True    0    15    -80    8.0    None    500    2
435    OVERTAKEN   3    True    0    15    -50    8.0    None    200    2
436    OVERTAKEN   3    True    0    15    -50    8.0    None    500    2
437    OVERTAKEN   3    True    0    15    -20    8.0    None    200    2
438    OVERTAKEN   3    True    0    15    -20    8.0    None    500    2
439    OVERTAKEN   3    True    0    15    -10    8.0    None    200    2
440    OVERTAKEN   3    True    0    15    -10    8.0    None    500    2
441    OVERTAKEN   3    True    0    15    0    8.0    None    200    2
442    OVERTAKEN   3    True    0    15    0    8.0    None    500    2
443    OVERTAKEN   3    True    0    15    10    8.0    None    200    2
444    OVERTAKEN   3    True    0    15    10    8.0    None    500    2
445    OVERTAKEN   3    True    0    15    20    8.0    None    200    2
446    OVERTAKEN   3    True    0    15    20    8.0    None    500    2
447    OVERTAKEN   3    True    0    15    50    8.0    None    200    2
448    OVERTAKEN   3    True    0    15    50    8.0    None    500    2
449    OVERTAKEN   3    True    0    15    80    8.0    None    200    2
450    OVERTAKEN   3    True    0    15    80    8.0    None    500    2
451    OVERTAKEN   5    True    0    15    -80    8.0    None    200    2
452    OVERTAKEN   5    True    0    15    -80    8.0    None    500    2
