OPUS    CLASS    U_D_ASV    LOC_PLAN    HEADING    U_D    DCPA    SIZE    PRIOR    D_DETEC    GROUP
2213    CROSSING_LEFT   4.115552    True    40    4.115552    80    8.0    None    200    3
2214    CROSSING_LEFT   4.115552    True    40    4.115552    80    8.0    None    500    3
2215    CROSSING_LEFT   5.14444    True    40    4.115552    -80    8.0    None    200    3
2216    CROSSING_LEFT   5.14444    True    40    4.115552    -80    8.0    None    500    3
2217    CROSSING_LEFT   5.14444    True    40    4.115552    -50    8.0    None    200    3
2218    CROSSING_LEFT   5.14444    True    40    4.115552    -50    8.0    None    500    3
2219    CROSSING_LEFT   5.14444    True    40    4.115552    -20    8.0    None    200    3
2220    CROSSING_LEFT   5.14444    True    40    4.115552    -20    8.0    None    500    3
2221    CROSSING_LEFT   5.14444    True    40    4.115552    -10    8.0    None    200    3
2222    CROSSING_LEFT   5.14444    True    40    4.115552    -10    8.0    None    500    3
2223    CROSSING_LEFT   5.14444    True    40    4.115552    0    8.0    None    200    3
2224    CROSSING_LEFT   5.14444    True    40    4.115552    0    8.0    None    500    3
2225    CROSSING_LEFT   5.14444    True    40    4.115552    10    8.0    None    200    3
2226    CROSSING_LEFT   5.14444    True    40    4.115552    10    8.0    None    500    3
2227    CROSSING_LEFT   5.14444    True    40    4.115552    20    8.0    None    200    3
2228    CROSSING_LEFT   5.14444    True    40    4.115552    20    8.0    None    500    3
2229    CROSSING_LEFT   5.14444    True    40    4.115552    50    8.0    None    200    3
2230    CROSSING_LEFT   5.14444    True    40    4.115552    50    8.0    None    500    3
2231    CROSSING_LEFT   5.14444    True    40    4.115552    80    8.0    None    200    3
2232    CROSSING_LEFT   5.14444    True    40    4.115552    80    8.0    None    500    3
2233    CROSSING_LEFT   7.71666    True    40    4.115552    -80    8.0    None    200    3
2234    CROSSING_LEFT   7.71666    True    40    4.115552    -80    8.0    None    500    3
2235    CROSSING_LEFT   7.71666    True    40    4.115552    -50    8.0    None    200    3
2236    CROSSING_LEFT   7.71666    True    40    4.115552    -50    8.0    None    500    3
2237    CROSSING_LEFT   7.71666    True    40    4.115552    -20    8.0    None    200    3
2238    CROSSING_LEFT   7.71666    True    40    4.115552    -20    8.0    None    500    3
2239    CROSSING_LEFT   7.71666    True    40    4.115552    -10    8.0    None    200    3
2240    CROSSING_LEFT   7.71666    True    40    4.115552    -10    8.0    None    500    3
2241    CROSSING_LEFT   7.71666    True    40    4.115552    0    8.0    None    200    3
2242    CROSSING_LEFT   7.71666    True    40    4.115552    0    8.0    None    500    3
2243    CROSSING_LEFT   7.71666    True    40    4.115552    10    8.0    None    200    3
2244    CROSSING_LEFT   7.71666    True    40    4.115552    10    8.0    None    500    3
2245    CROSSING_LEFT   7.71666    True    40    4.115552    20    8.0    None    200    3
2246    CROSSING_LEFT   7.71666    True    40    4.115552    20    8.0    None    500    3
2247    CROSSING_LEFT   7.71666    True    40    4.115552    50    8.0    None    200    3
2248    CROSSING_LEFT   7.71666    True    40    4.115552    50    8.0    None    500    3
2249    CROSSING_LEFT   7.71666    True    40    4.115552    80    8.0    None    200    3
2250    CROSSING_LEFT   7.71666    True    40    4.115552    80    8.0    None    500    3
2251    CROSSING_LEFT   10.28888    True    40    4.115552    -80    8.0    None    200    3
2252    CROSSING_LEFT   10.28888    True    40    4.115552    -80    8.0    None    500    3
2253    CROSSING_LEFT   10.28888    True    40    4.115552    -50    8.0    None    200    3
2254    CROSSING_LEFT   10.28888    True    40    4.115552    -50    8.0    None    500    3
2255    CROSSING_LEFT   10.28888    True    40    4.115552    -20    8.0    None    200    3
2256    CROSSING_LEFT   10.28888    True    40    4.115552    -20    8.0    None    500    3
2257    CROSSING_LEFT   10.28888    True    40    4.115552    -10    8.0    None    200    3
2258    CROSSING_LEFT   10.28888    True    40    4.115552    -10    8.0    None    500    3
2259    CROSSING_LEFT   10.28888    True    40    4.115552    0    8.0    None    200    3
2260    CROSSING_LEFT   10.28888    True    40    4.115552    0    8.0    None    500    3
2261    CROSSING_LEFT   10.28888    True    40    4.115552    10    8.0    None    200    3
2262    CROSSING_LEFT   10.28888    True    40    4.115552    10    8.0    None    500    3
2263    CROSSING_LEFT   10.28888    True    40    4.115552    20    8.0    None    200    3
2264    CROSSING_LEFT   10.28888    True    40    4.115552    20    8.0    None    500    3
2265    CROSSING_LEFT   10.28888    True    40    4.115552    50    8.0    None    200    3
2266    CROSSING_LEFT   10.28888    True    40    4.115552    50    8.0    None    500    3
2267    CROSSING_LEFT   10.28888    True    40    4.115552    80    8.0    None    200    3
2268    CROSSING_LEFT   10.28888    True    40    4.115552    80    8.0    None    500    3
2269    CROSSING_LEFT   12.8611    True    40    4.115552    -80    8.0    None    200    3
2270    CROSSING_LEFT   12.8611    True    40    4.115552    -80    8.0    None    500    3
2271    CROSSING_LEFT   12.8611    True    40    4.115552    -50    8.0    None    200    3
2272    CROSSING_LEFT   12.8611    True    40    4.115552    -50    8.0    None    500    3
2273    CROSSING_LEFT   12.8611    True    40    4.115552    -20    8.0    None    200    3
2274    CROSSING_LEFT   12.8611    True    40    4.115552    -20    8.0    None    500    3
2275    CROSSING_LEFT   12.8611    True    40    4.115552    -10    8.0    None    200    3
2276    CROSSING_LEFT   12.8611    True    40    4.115552    -10    8.0    None    500    3
2277    CROSSING_LEFT   12.8611    True    40    4.115552    0    8.0    None    200    3
2278    CROSSING_LEFT   12.8611    True    40    4.115552    0    8.0    None    500    3
2279    CROSSING_LEFT   12.8611    True    40    4.115552    10    8.0    None    200    3
2280    CROSSING_LEFT   12.8611    True    40    4.115552    10    8.0    None    500    3
2281    CROSSING_LEFT   12.8611    True    40    4.115552    20    8.0    None    200    3
2282    CROSSING_LEFT   12.8611    True    40    4.115552    20    8.0    None    500    3
2283    CROSSING_LEFT   12.8611    True    40    4.115552    50    8.0    None    200    3
2284    CROSSING_LEFT   12.8611    True    40    4.115552    50    8.0    None    500    3
2285    CROSSING_LEFT   12.8611    True    40    4.115552    80    8.0    None    200    3
2286    CROSSING_LEFT   12.8611    True    40    4.115552    80    8.0    None    500    3
2287    CROSSING_LEFT   15.43332    True    40    4.115552    -80    8.0    None    200    3
2288    CROSSING_LEFT   15.43332    True    40    4.115552    -80    8.0    None    500    3
2289    CROSSING_LEFT   15.43332    True    40    4.115552    -50    8.0    None    200    3
2290    CROSSING_LEFT   15.43332    True    40    4.115552    -50    8.0    None    500    3
2291    CROSSING_LEFT   15.43332    True    40    4.115552    -20    8.0    None    200    3
2292    CROSSING_LEFT   15.43332    True    40    4.115552    -20    8.0    None    500    3
2293    CROSSING_LEFT   15.43332    True    40    4.115552    -10    8.0    None    200    3
2294    CROSSING_LEFT   15.43332    True    40    4.115552    -10    8.0    None    500    3
2295    CROSSING_LEFT   15.43332    True    40    4.115552    0    8.0    None    200    3
2296    CROSSING_LEFT   15.43332    True    40    4.115552    0    8.0    None    500    3
2297    CROSSING_LEFT   15.43332    True    40    4.115552    10    8.0    None    200    3
2298    CROSSING_LEFT   15.43332    True    40    4.115552    10    8.0    None    500    3
2299    CROSSING_LEFT   15.43332    True    40    4.115552    20    8.0    None    200    3
2300    CROSSING_LEFT   15.43332    True    40    4.115552    20    8.0    None    500    3
2301    CROSSING_LEFT   15.43332    True    40    4.115552    50    8.0    None    200    3
2302    CROSSING_LEFT   15.43332    True    40    4.115552    50    8.0    None    500    3
2303    CROSSING_LEFT   15.43332    True    40    4.115552    80    8.0    None    200    3
2304    CROSSING_LEFT   15.43332    True    40    4.115552    80    8.0    None    500    3
2305    CROSSING_LEFT   1.543332    True    40    5.14444    -80    8.0    None    200    3
2306    CROSSING_LEFT   1.543332    True    40    5.14444    -80    8.0    None    500    3
2307    CROSSING_LEFT   1.543332    True    40    5.14444    -50    8.0    None    200    3
2308    CROSSING_LEFT   1.543332    True    40    5.14444    -50    8.0    None    500    3
2309    CROSSING_LEFT   1.543332    True    40    5.14444    -20    8.0    None    200    3
2310    CROSSING_LEFT   1.543332    True    40    5.14444    -20    8.0    None    500    3
2311    CROSSING_LEFT   1.543332    True    40    5.14444    -10    8.0    None    200    3
2312    CROSSING_LEFT   1.543332    True    40    5.14444    -10    8.0    None    500    3
2313    CROSSING_LEFT   1.543332    True    40    5.14444    0    8.0    None    200    3
2314    CROSSING_LEFT   1.543332    True    40    5.14444    0    8.0    None    500    3
2315    CROSSING_LEFT   1.543332    True    40    5.14444    10    8.0    None    200    3
2316    CROSSING_LEFT   1.543332    True    40    5.14444    10    8.0    None    500    3
2317    CROSSING_LEFT   1.543332    True    40    5.14444    20    8.0    None    200    3
2318    CROSSING_LEFT   1.543332    True    40    5.14444    20    8.0    None    500    3
2319    CROSSING_LEFT   1.543332    True    40    5.14444    50    8.0    None    200    3
2320    CROSSING_LEFT   1.543332    True    40    5.14444    50    8.0    None    500    3
2321    CROSSING_LEFT   1.543332    True    40    5.14444    80    8.0    None    200    3
2322    CROSSING_LEFT   1.543332    True    40    5.14444    80    8.0    None    500    3
2323    CROSSING_LEFT   2.57222    True    40    5.14444    -80    8.0    None    200    3
2324    CROSSING_LEFT   2.57222    True    40    5.14444    -80    8.0    None    500    3
2325    CROSSING_LEFT   2.57222    True    40    5.14444    -50    8.0    None    200    3
2326    CROSSING_LEFT   2.57222    True    40    5.14444    -50    8.0    None    500    3
2327    CROSSING_LEFT   2.57222    True    40    5.14444    -20    8.0    None    200    3
2328    CROSSING_LEFT   2.57222    True    40    5.14444    -20    8.0    None    500    3
2329    CROSSING_LEFT   2.57222    True    40    5.14444    -10    8.0    None    200    3
2330    CROSSING_LEFT   2.57222    True    40    5.14444    -10    8.0    None    500    3
2331    CROSSING_LEFT   2.57222    True    40    5.14444    0    8.0    None    200    3
2332    CROSSING_LEFT   2.57222    True    40    5.14444    0    8.0    None    500    3
2333    CROSSING_LEFT   2.57222    True    40    5.14444    10    8.0    None    200    3
2334    CROSSING_LEFT   2.57222    True    40    5.14444    10    8.0    None    500    3
2335    CROSSING_LEFT   2.57222    True    40    5.14444    20    8.0    None    200    3
2336    CROSSING_LEFT   2.57222    True    40    5.14444    20    8.0    None    500    3
2337    CROSSING_LEFT   2.57222    True    40    5.14444    50    8.0    None    200    3
2338    CROSSING_LEFT   2.57222    True    40    5.14444    50    8.0    None    500    3
2339    CROSSING_LEFT   2.57222    True    40    5.14444    80    8.0    None    200    3
2340    CROSSING_LEFT   2.57222    True    40    5.14444    80    8.0    None    500    3
2341    CROSSING_LEFT   4.115552    True    40    5.14444    -80    8.0    None    200    3
2342    CROSSING_LEFT   4.115552    True    40    5.14444    -80    8.0    None    500    3
2343    CROSSING_LEFT   4.115552    True    40    5.14444    -50    8.0    None    200    3
2344    CROSSING_LEFT   4.115552    True    40    5.14444    -50    8.0    None    500    3
2345    CROSSING_LEFT   4.115552    True    40    5.14444    -20    8.0    None    200    3
2346    CROSSING_LEFT   4.115552    True    40    5.14444    -20    8.0    None    500    3
2347    CROSSING_LEFT   4.115552    True    40    5.14444    -10    8.0    None    200    3
2348    CROSSING_LEFT   4.115552    True    40    5.14444    -10    8.0    None    500    3
2349    CROSSING_LEFT   4.115552    True    40    5.14444    0    8.0    None    200    3
2350    CROSSING_LEFT   4.115552    True    40    5.14444    0    8.0    None    500    3
2351    CROSSING_LEFT   4.115552    True    40    5.14444    10    8.0    None    200    3
2352    CROSSING_LEFT   4.115552    True    40    5.14444    10    8.0    None    500    3
2353    CROSSING_LEFT   4.115552    True    40    5.14444    20    8.0    None    200    3
2354    CROSSING_LEFT   4.115552    True    40    5.14444    20    8.0    None    500    3
2355    CROSSING_LEFT   4.115552    True    40    5.14444    50    8.0    None    200    3
2356    CROSSING_LEFT   4.115552    True    40    5.14444    50    8.0    None    500    3
